,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Attrition_Flag
2346,2,2,2,1357,0.852,8503,88,0.571,0.066,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2347,5,1,3,997,0.668,1264,30,0.667,0.237,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2348,5,3,4,1405,0.624,3034,51,0.889,0.593,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2349,2,2,3,0,0.779,7345,93,0.55,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
2350,3,3,2,1786,1.06,2375,63,0.575,0.35,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2351,1,2,1,1255,0.81,8126,95,0.667,0.095,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2352,3,2,3,1603,1.167,1437,37,0.609,0.514,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2353,6,3,2,0,0.64,2823,61,0.794,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2354,4,1,2,1674,0.701,2922,53,0.963,0.67,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
2355,3,1,3,1753,0.32,1154,33,0.571,0.654,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2356,2,3,4,593,0.987,4758,65,0.512,0.025,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
2357,1,1,3,933,0.88,8987,89,0.561,0.049,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
2358,1,2,2,2517,0.8,8526,93,0.661,0.226,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
2359,4,2,1,2517,0.775,2659,55,0.833,0.14,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2360,3,1,4,0,1.316,2849,61,0.694,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2361,6,2,2,1696,0.519,1291,24,0.714,0.135,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2362,1,3,3,0,0.768,2214,43,0.654,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2363,2,3,2,478,1.022,9322,77,0.833,0.075,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2364,5,3,4,2306,0.616,1498,49,0.96,0.196,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2365,5,3,3,1272,0.799,2006,34,0.545,0.388,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2366,3,2,4,0,0.578,3412,72,0.674,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2367,2,2,3,0,0.885,654,14,0.4,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2368,1,3,2,0,0.6181101978460742,2413,53,0.6222929843660323,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2369,5,3,1,0,0.737,2709,54,0.385,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2370,1,2,2,0,0.799,6639,71,1.152,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2371,3,3,4,1636,0.393,1880,37,0.233,0.191,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2372,2,3,3,1767,0.54,1919,38,0.52,0.254,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2373,6,1,1,2517,0.788,1582,36,0.385,0.183,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2374,5,3,2,2100,0.839,991,26,0.733,0.271,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2375,1,3,2,0,0.8890513858064479,7911,55,0.8576073334320488,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2376,3,3,2,0,0.718,2281,55,0.618,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2377,3,3,2,0,0.399,1585,32,0.455,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2378,2,3,1,1813,0.745,8436,77,0.878,0.074,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2379,2,3,3,2517,0.84,8935,87,0.933,0.569,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2380,3,1,0,795,0.837,2596,59,1.034,0.148,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2381,4,3,3,0,0.636,2804,70,0.842,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2382,2,2,1,0,0.7523326526381308,2650,41,0.4185365750197618,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2383,4,2,3,0,0.631,2773,62,0.676,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2384,6,1,2,0,0.876,2457,58,0.933,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
2385,5,2,4,0,0.639,2131,41,0.464,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2386,4,3,2,1361,0.46,1280,34,1.0,0.636,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2387,3,3,4,0,0.671,1973,42,0.556,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2388,3,3,3,554,0.857,949,17,0.133,0.261,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2389,3,1,3,2038,0.675,4734,73,0.659,0.667,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2390,3,0,4,0,0.604,1885,39,0.345,0.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2391,3,2,5,2517,0.809,2104,44,0.833,0.608,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2392,2,2,2,2517,0.928776472468917,10206,84,0.8063975008881051,0.19216131793960242,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2393,2,2,3,0,0.6896652873084309,2428,50,0.6325103451867677,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2394,6,3,3,834,0.569,2311,58,0.487,0.146,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2395,2,3,4,199,1.003,8517,60,0.5,0.02,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2396,4,3,3,1164,0.717,1015,27,0.35,0.039,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2397,3,2,3,0,1.411,3132,66,0.784,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2398,2,3,3,0,0.963,8753,76,0.949,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2399,4,1,3,1553,0.747,1916,40,0.538,0.101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2400,4,3,2,1570,0.653,1339,30,0.364,0.23,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2401,3,2,4,909,1.288,2169,48,1.182,0.579,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2402,4,1,2,774,0.965,1505,33,0.737,0.403,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2403,5,1,3,584,0.7,2947,87,0.706,0.153,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2404,2,3,3,2238,0.568,596,15,0.5,0.548,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2405,5,3,4,0,0.98,2439,43,0.72,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2406,5,3,4,950,0.764,2623,74,1.114,0.452,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2407,4,2,4,1880,0.788,1859,33,0.571,0.098,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2408,4,2,2,2400,1.296,1557,25,1.778,0.81,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2409,1,3,1,0,1.0104743280336865,687,22,0.38504160252328673,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2410,5,4,2,2517,0.876,1842,36,0.714,0.49,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2411,3,1,0,0,0.67,1306,39,0.5,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2412,6,3,5,326,0.935,2692,29,0.526,0.111,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2413,4,3,3,1845,0.537,1362,33,0.269,0.79,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2414,3,2,2,1355,0.685,1747,49,0.581,0.224,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2415,4,2,4,1874,0.791,1420,32,0.455,0.611,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2416,4,3,2,0,0.8211666098473506,2478,45,0.539971072311808,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2417,2,2,2,0,0.319,2060,52,0.529,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2418,3,2,3,1120,0.442,2281,37,0.48,0.203,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2419,4,3,3,2158,0.536,1502,34,0.789,0.075,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2420,5,2,1,1510,0.885,2074,48,0.92,0.475,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2421,6,1,3,1567,0.778,1559,49,1.042,0.748,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2422,5,1,3,0,0.79,2075,66,0.692,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2423,6,3,3,1779,0.785,2131,33,0.571,0.307,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2424,6,2,2,1078,0.79,1786,50,0.786,0.046,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2425,3,3,3,0,0.688,2427,51,0.645,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2426,6,1,4,0,0.412,1731,46,0.586,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2427,6,3,5,2517,0.539,1534,35,0.591,0.773,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2428,4,3,2,2167,0.711,2058,49,0.485,0.714,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2429,3,3,4,1300,0.627,2165,36,0.385,0.342,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2430,5,3,0,1933,0.986,2468,58,0.706,0.414,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2431,2,2,3,1783,0.821,8472,80,0.739,0.052,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2432,1,6,3,1957,0.654,7823,93,0.722,0.338,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2433,4,2,2,1628,0.542,1968,59,0.735,0.126,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2434,3,3,6,0,1.047,2753,43,0.654,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2435,3,3,2,0,0.897,2690,46,0.484,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2436,3,4,4,1489,1.029,1980,45,0.607,0.141,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2437,6,1,2,0,1.047,4805,59,0.639,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2438,5,2,2,0,0.101,1507,33,0.222,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2439,4,4,3,0,0.639,1785,33,0.32,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
2440,5,2,2,0,1.046,2144,44,0.63,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2441,4,1,3,0,0.776,2880,46,0.353,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2442,2,3,2,0,0.574,2045,45,0.5,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2443,3,3,0,1776,0.79,4440,79,0.756,0.621,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2444,2,4,3,1054,0.616,687,17,0.545,0.291,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2445,3,3,0,0,0.876,1058,34,0.889,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2446,4,2,1,2231,0.708,3692,84,0.647,0.199,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2447,3,3,4,317,0.585,2415,41,0.577,0.039,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2448,6,2,2,2323,0.671,1676,36,0.714,0.08,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2449,6,1,2,0,1.03,2848,56,0.75,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2450,3,2,4,0,1.19,2041,32,0.684,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2451,6,2,4,1574,0.744,1793,38,0.652,0.349,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2452,3,2,3,0,0.411,1711,30,0.25,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2453,3,5,2,0,0.241,1690,38,0.357,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
2454,5,2,3,0,0.738,2750,59,0.686,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2455,4,4,3,0,0.483,2131,43,0.387,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2456,5,2,2,2334,1.0055472339167832,8313,66,0.7619938531484073,0.5160972718039895,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2457,4,2,3,985,0.35,999,28,0.556,0.294,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2458,2,2,3,0,0.6832851090656198,2398,46,0.5500751624869735,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2459,3,1,3,2017,0.93,8453,90,0.731,0.058,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
2460,2,2,1,2014,0.726,7359,85,0.574,0.14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2461,4,1,2,940,0.594,3797,74,0.721,0.522,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
2462,4,1,2,2082,0.915,4659,76,0.854,0.313,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2463,5,3,2,0,0.466,1161,44,0.375,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2464,5,3,5,2491,0.41,1203,30,0.579,0.599,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2465,1,3,3,1823,0.727,8135,97,0.702,0.158,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2466,6,3,3,1345,0.603,2143,46,0.586,0.063,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2467,3,2,2,2396,0.889,2658,43,0.344,0.858,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
2468,4,3,1,457,0.703,2169,49,0.485,0.253,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2469,3,4,3,1836,0.432,1552,32,0.185,0.14,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2470,5,2,4,0,0.2,1664,39,0.5,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2471,3,2,1,0,0.228,1764,30,0.111,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2472,4,2,0,1938,0.426,1215,45,0.406,0.056,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2473,2,4,2,0,1.043,5147,53,0.559,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
2474,4,2,3,0,0.662,2999,75,0.786,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
2475,3,4,4,0,0.552,1898,42,0.556,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2476,6,3,4,2090,1.248,2812,77,1.081,0.745,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
2477,4,2,3,1887,0.8,1852,55,0.618,0.796,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2478,5,3,3,2233,1.095,1743,27,0.929,0.587,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2479,1,3,2,810,0.746,7604,87,0.642,0.042,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2480,3,3,3,1418,0.505,1415,45,0.406,0.653,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2481,5,2,2,799,0.451,2119,37,0.542,0.094,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
2482,5,3,3,2341,0.714,1169,31,0.409,0.689,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2483,6,3,2,1812,0.513,1634,44,0.76,0.334,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2484,2,1,1,0,0.758,1315,31,0.722,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2485,4,2,2,0,0.722,2520,45,0.452,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2486,2,1,1,1634,0.776,8300,94,0.469,0.474,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2487,6,2,3,1491,1.304,2456,55,0.571,0.272,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2488,5,3,2,2517,0.69,2516,64,0.641,0.435,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2489,6,3,4,1348,0.358,2219,44,0.63,0.446,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2490,4,2,2,1729,0.408,1409,36,0.5,0.07,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2491,3,4,3,0,0.456,1799,51,0.645,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
2492,3,3,4,975,1.144,2866,59,0.735,0.467,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2493,1,1,1,1440,0.676,7168,88,0.571,0.042,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2494,5,2,2,1452,0.771,2685,71,0.511,0.105,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
2495,5,2,3,2303,0.804,949,27,2.0,0.154,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
2496,2,2,3,0,0.48039869615049796,2013,34,0.4036018728346843,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2497,4,2,3,2016,0.901,1097,33,0.833,0.587,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2498,6,3,2,1158,0.501,1399,36,0.5,0.079,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2499,5,2,4,1362,1.36,2660,51,0.759,0.205,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2500,6,3,3,0,0.868,2598,47,0.469,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
2501,6,3,3,1141,0.919,4631,76,0.949,0.04,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2502,6,3,2,744,0.636,1564,33,0.5,0.462,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2503,1,3,1,1429,0.817,8914,99,0.768,0.121,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2504,6,3,3,2517,0.652,7464,66,0.692,0.183,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2505,1,1,1,1973,0.946,4747,73,1.028,0.648,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2506,5,1,0,0,1.047,1351,22,0.467,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2507,3,3,3,2296,0.746,4627,77,0.791,0.589,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2508,5,3,0,1270,0.93,1519,31,0.938,0.268,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2509,3,2,2,0,0.06757477472601617,1628,41,0.0816559563510415,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2510,5,3,4,1401,0.903,2425,54,0.8,0.393,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
2511,2,1,3,0,1.036,1254,35,0.842,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
2512,4,1,2,1011,0.8849991948247242,2860,43,0.44962318401251156,0.25357342730234145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2513,3,1,3,1707,0.529,1807,58,0.657,0.224,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2514,5,2,3,2306,0.807,4305,51,1.318,0.393,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
2515,3,2,3,1719,0.606,2028,55,0.667,0.304,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
2516,1,2,1,1567,0.795,13159,105,0.75,0.116,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2517,4,1,0,2204,0.803,1347,28,0.556,0.355,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2518,4,3,2,1714,0.786,1270,21,0.615,0.09,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2519,4,5,6,287,0.594,2281,45,0.552,0.01,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2520,2,1,3,1493,0.651,14731,120,0.765,0.345,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
2521,1,3,3,630,0.807,7890,91,0.685,0.041,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
