train_idx,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
5005,F,Uneducated,Married,Unknown,Blue,2,3,3,0,0.709,8027,94,0.679,0.0,1
5006,M,High School,Single,$80K - $120K,Blue,1,4,2,1583,0.824,12192,112,0.672,0.046,1
5007,M,Graduate,Single,$60K - $80K,Blue,4,2,3,1020,0.683,3206,54,0.8,0.069,1
5008,F,Unknown,Single,Less than $40K,Blue,6,5,2,1682,1.051,4126,71,0.972,0.782,1
5009,M,High School,Single,$80K - $120K,Blue,4,1,3,0,1.01,3651,76,0.652,0.0,1
5010,F,Graduate,Single,$40K - $60K,Blue,3,1,3,1670,0.697,4105,73,0.553,0.684,1
5011,M,Graduate,Single,Less than $40K,Silver,4,3,3,0,0.853,9619,75,0.786,0.0,0
5012,F,Uneducated,Married,Less than $40K,Silver,5,3,4,938,0.445,3610,75,0.531,0.065,1
5013,M,High School,Divorced,$120K +,Blue,2,3,2,0,0.841,8392,69,0.683,0.0,0
5014,M,Post-Graduate,Unknown,$80K - $120K,Blue,2,5,3,1547,1.087,647,15,0.364,0.274,0
5015,F,Post-Graduate,Single,Less than $40K,Blue,3,3,3,460,1.023,4921,51,0.645,0.119,0
5016,F,Graduate,Married,Less than $40K,Blue,3,2,2,2517,0.378,856,18,0.059,0.772,0
5017,F,Uneducated,Single,Less than $40K,Blue,4,3,3,1377,0.564,3928,54,0.8,0.485,1
5018,F,Unknown,Married,Less than $40K,Blue,4,2,2,0,0.787,4064,77,0.711,0.0,1
5019,M,Post-Graduate,Married,$80K - $120K,Blue,3,3,2,1603,0.532,1792,53,0.395,0.078,1
5020,F,Uneducated,Married,Less than $40K,Blue,4,2,2,868,0.743,4801,72,0.714,0.334,1
5021,F,College,Single,Unknown,Blue,1,3,3,0,0.782,2643,50,0.515,0.0,0
5022,F,Unknown,Married,Less than $40K,Silver,2,3,1,1520,0.724,15028,124,0.746,0.147,1
5023,F,Graduate,Single,Less than $40K,Blue,4,3,4,424,0.877,2720,53,0.71,0.132,0
5024,F,Graduate,Single,Less than $40K,Blue,5,5,2,0,0.948,4606,79,0.795,0.0,1
5025,F,Graduate,Married,Less than $40K,Blue,4,2,2,2035,0.567,4034,82,0.673,0.578,1
5026,M,Unknown,Single,$60K - $80K,Blue,3,1,2,0,0.64,14873,120,0.714,0.0,1
5027,F,Graduate,Divorced,Less than $40K,Blue,4,2,4,1690,0.63,3870,67,0.558,0.862,1
5028,M,Uneducated,Married,$40K - $60K,Blue,3,2,2,1566,0.971,1790,60,0.765,0.171,1
5029,F,Graduate,Married,Unknown,Blue,6,2,3,1883,0.955,4802,85,0.604,0.925,1
5030,M,College,Divorced,$40K - $60K,Blue,3,3,3,1665,0.608,1426,34,0.545,0.137,1
5031,M,Graduate,Married,$80K - $120K,Blue,6,3,3,1082,0.658,1484,34,0.545,0.106,1
5032,F,High School,Single,Less than $40K,Blue,4,3,2,1308,0.79,3291,55,0.618,0.463,1
5033,M,High School,Divorced,Less than $40K,Blue,3,2,3,0,0.968,2801,72,0.674,0.0,1
5034,M,Graduate,Married,$60K - $80K,Blue,4,5,3,2006,0.619,1302,27,0.8,0.176,1
5035,F,Graduate,Single,Less than $40K,Blue,2,3,3,1641,0.833,15824,121,0.779,0.453,1
5036,M,High School,Single,$80K - $120K,Blue,1,2,3,1064,0.851,5110,76,0.854,0.31,1
5037,F,Graduate,Married,Less than $40K,Blue,4,2,4,0,0.566,4256,73,0.622,0.0,1
5038,F,Graduate,Unknown,Unknown,Blue,3,2,1,0,0.413,1935,40,0.429,0.0,0
5039,F,Unknown,Single,Less than $40K,Blue,4,3,2,0,0.776,4814,88,0.63,0.0,1
5040,F,Graduate,Single,Less than $40K,Blue,5,1,3,1175,0.737,13588,94,0.808,0.332,1
5041,M,Unknown,Married,$80K - $120K,Blue,3,3,2,1569,0.482,1604,39,0.444,0.15,1
5042,F,Graduate,Married,Less than $40K,Blue,6,3,2,1088,0.532,2104,40,0.739,0.643,0
5043,F,Graduate,Single,Less than $40K,Blue,4,1,3,2242,0.816,1142,28,1.0,0.447,1
5044,F,Graduate,Single,Less than $40K,Blue,5,2,2,801,0.719,4655,68,0.511,0.306,1
5045,F,Graduate,Single,Less than $40K,Silver,1,2,3,1870,0.845,8285,106,0.738,0.155,1
5046,F,Graduate,Married,Unknown,Blue,1,1,3,2091,0.748,4349,58,0.812,0.383,1
5047,F,High School,Single,Less than $40K,Blue,1,3,2,2214,0.7,4750,89,0.978,0.731,1
5048,M,High School,Married,$80K - $120K,Blue,3,2,4,1915,1.454,2118,33,1.062,0.072,1
5049,F,Unknown,Single,Less than $40K,Silver,4,3,4,873,0.737,2560,72,0.674,0.059,1
5050,F,Uneducated,Married,$40K - $60K,Blue,4,1,3,882,0.68,5400,84,0.615,0.497,1
5051,F,Graduate,Single,Less than $40K,Blue,1,2,4,0,0.35,1757,44,0.467,0.0,0
5052,F,Graduate,Married,Unknown,Blue,5,5,4,330,0.823,2585,48,0.714,0.031,0
5053,F,High School,Married,$40K - $60K,Blue,5,3,2,1446,0.686,1706,27,0.227,0.522,1
5054,F,Graduate,Married,Less than $40K,Blue,2,1,1,797,0.824,13092,102,0.569,0.096,1
5055,F,Graduate,Single,Less than $40K,Blue,3,3,3,1418,0.505,1415,45,0.406,0.653,1
5056,M,Unknown,Married,$80K - $120K,Blue,5,2,3,2517,0.628,4837,77,0.75,0.132,1
5057,F,High School,Married,$40K - $60K,Blue,2,2,3,2007,0.661,4569,82,0.608,0.37,1
5058,M,Unknown,Unknown,$120K +,Blue,2,2,3,0,0.779,7345,93,0.55,0.0,1
5059,M,High School,Divorced,$40K - $60K,Blue,6,1,3,1592,0.691,4355,79,0.837,0.635,1
5060,F,Doctorate,Married,Unknown,Silver,3,2,1,2096,0.666,7042,73,0.553,0.061,1
5061,M,High School,Married,Less than $40K,Blue,3,2,2,700,0.842,4293,87,0.812,0.434,1
5062,M,Graduate,Unknown,Less than $40K,Blue,1,3,3,1950,0.98,9331,93,0.5,0.701,1
5063,F,Graduate,Single,Unknown,Blue,1,1,2,2128,0.821,7850,94,0.516,0.248,1
5064,M,Uneducated,Single,$40K - $60K,Blue,4,3,3,0,0.849,4180,71,0.919,0.0,1
5065,F,Graduate,Single,Less than $40K,Blue,3,3,2,724,0.722,2807,65,0.806,0.208,1
5066,M,College,Married,$80K - $120K,Silver,2,3,2,0,0.678,7686,89,0.618,0.0,1
5067,F,Unknown,Single,Unknown,Blue,3,3,2,1032,1.035,4080,72,0.8,0.136,1
5068,M,High School,Married,$80K - $120K,Silver,3,1,3,1260,0.588,1504,34,0.789,0.037,1
5069,F,Uneducated,Married,Less than $40K,Blue,6,3,3,1503,0.754,3344,54,0.543,0.669,1
5070,F,Graduate,Married,Less than $40K,Blue,3,2,3,0,0.863,2141,35,0.346,0.0,0
5071,M,Graduate,Divorced,$40K - $60K,Blue,2,2,4,0,0.598,1724,35,0.25,0.0,0
5072,F,Uneducated,Married,Less than $40K,Blue,5,1,1,1449,0.61,4382,83,0.694,0.65,1
5073,F,Unknown,Single,Less than $40K,Blue,6,1,3,1647,0.513,1903,44,0.63,0.898,0
5074,F,Graduate,Single,Less than $40K,Blue,4,5,2,2412,0.877,4634,91,0.75,0.862,1
5075,F,Graduate,Married,$40K - $60K,Blue,5,2,3,1733,0.903,4772,83,0.729,0.769,1
5076,F,Graduate,Married,$40K - $60K,Blue,3,1,2,0,0.744,4434,73,0.78,0.0,1
5077,M,Graduate,Single,$80K - $120K,Blue,3,5,3,1202,0.673,4202,66,0.61,0.038,1
5078,F,Doctorate,Married,$40K - $60K,Blue,4,2,3,0,0.695,2659,56,0.806,0.0,0
5079,F,High School,Unknown,Less than $40K,Blue,4,2,1,978,0.662,2635,40,0.538,0.414,0
5080,F,High School,Divorced,Less than $40K,Blue,3,3,1,2517,0.932,2599,50,0.562,0.38,0
5081,M,Graduate,Divorced,Less than $40K,Blue,1,3,2,1229,0.81,14618,100,0.724,0.357,1
5082,F,Graduate,Single,Less than $40K,Blue,1,2,3,1686,0.753,7544,101,0.629,0.26,1
5083,M,High School,Single,Less than $40K,Blue,4,1,2,1985,0.796,4480,70,0.75,0.718,1
5084,F,High School,Single,Less than $40K,Blue,4,3,1,0,0.826,4242,70,0.458,0.0,1
5085,M,Unknown,Married,$40K - $60K,Blue,4,3,4,0,0.612,2043,52,1.0,0.0,1
5086,M,High School,Married,$40K - $60K,Blue,2,2,3,2517,1.831,1336,30,1.143,0.788,1
5087,M,Graduate,Single,$80K - $120K,Blue,3,2,3,774,0.984,3889,81,0.723,0.093,1
5088,M,Unknown,Unknown,$120K +,Silver,2,2,0,1514,0.736,7333,72,1.0,0.044,1
5089,F,High School,Divorced,$40K - $60K,Blue,5,2,4,1170,0.547,4136,77,0.604,0.249,1
5090,M,Unknown,Single,$60K - $80K,Blue,4,2,3,1781,0.546,1609,28,0.474,0.268,1
5091,M,Uneducated,Unknown,$40K - $60K,Silver,1,1,2,1378,0.73,8199,98,0.75,0.076,1
5092,M,Uneducated,Married,Less than $40K,Blue,3,3,3,0,0.405,847,17,0.133,0.0,0
5093,M,Graduate,Married,$120K +,Blue,5,1,1,0,0.642,903,29,0.526,0.0,0
5094,F,High School,Married,$40K - $60K,Blue,4,2,4,0,0.532,1731,32,0.28,0.0,0
5095,F,High School,Single,Less than $40K,Blue,5,2,3,808,0.826,4897,70,0.795,0.414,1
5096,M,Unknown,Married,$40K - $60K,Blue,4,4,1,1081,0.568,3481,78,0.625,0.207,1
5097,F,High School,Single,Less than $40K,Blue,6,3,3,1608,1.043,2760,38,0.652,0.802,0
5098,M,Graduate,Single,$80K - $120K,Gold,3,3,3,1357,0.687,13722,124,0.746,0.039,1
5099,M,Uneducated,Divorced,$80K - $120K,Blue,5,3,2,0,0.97,4571,72,0.846,0.0,1
5100,M,High School,Married,$80K - $120K,Blue,4,2,5,1420,0.857,2291,40,0.6,0.068,1
5101,F,Uneducated,Married,Less than $40K,Blue,5,3,0,2001,1.334,1860,36,1.0,0.692,1
5102,M,Uneducated,Married,$60K - $80K,Blue,4,1,3,1942,0.926,3512,63,0.853,0.558,1
5103,M,Post-Graduate,Single,$120K +,Blue,1,2,1,2088,0.627,6453,89,0.589,0.06,1
5104,M,Post-Graduate,Single,$40K - $60K,Blue,5,3,3,0,0.855,2566,74,0.762,0.0,1
5105,F,Unknown,Single,Less than $40K,Blue,2,3,2,2327,0.611,4226,92,0.736,0.503,1
5106,F,High School,Unknown,Less than $40K,Blue,4,3,2,595,0.63,2424,40,0.481,0.357,0
5107,M,Graduate,Single,$120K +,Blue,4,3,3,0,0.647,3278,53,0.828,0.0,1
5108,M,Doctorate,Married,$120K +,Blue,4,3,2,2517,0.663,2393,37,0.682,0.318,0
5109,M,High School,Single,$40K - $60K,Blue,3,2,1,1359,0.634,7205,84,0.826,0.164,1
5110,M,High School,Married,$60K - $80K,Blue,3,2,2,1699,0.624,1895,43,0.536,0.822,1
5111,F,Unknown,Married,Less than $40K,Blue,1,2,3,1829,0.557,13139,102,0.789,0.258,1
5112,F,High School,Married,Less than $40K,Blue,6,2,3,2215,0.408,1387,30,0.579,0.731,1
5113,F,Unknown,Single,Less than $40K,Blue,5,2,1,0,0.923,3383,61,1.103,0.0,1
5114,F,Unknown,Married,$40K - $60K,Blue,4,2,3,0,0.58,2191,51,0.457,0.0,0
5115,M,Unknown,Married,$60K - $80K,Blue,4,5,2,1749,0.655,18484,108,0.588,0.165,1
5116,F,Graduate,Married,Less than $40K,Blue,2,2,1,1411,0.665,3882,92,0.643,0.666,1
5117,M,High School,Single,$80K - $120K,Blue,2,2,4,0,0.729,2395,45,0.552,0.0,0
5118,F,Graduate,Unknown,Less than $40K,Blue,1,2,1,1305,0.702,5458,84,0.75,0.659,1
5119,M,Doctorate,Married,$60K - $80K,Blue,2,1,2,2006,0.555,4097,67,0.763,0.581,1
5120,F,Uneducated,Single,Unknown,Blue,2,3,3,1393,0.84,5015,90,0.915,0.246,1
5121,F,Uneducated,Married,$40K - $60K,Blue,2,1,1,1119,0.815,5441,91,0.717,0.519,1
5122,F,High School,Married,Less than $40K,Blue,6,1,3,1133,0.652,4374,76,0.49,0.21,1
5123,F,Unknown,Married,Unknown,Blue,4,2,3,0,0.645,4556,67,0.861,0.0,1
5124,M,High School,Married,$60K - $80K,Blue,3,5,2,1563,0.781,14751,107,0.726,0.407,1
5125,F,Doctorate,Single,Less than $40K,Blue,2,3,3,0,0.373,1693,37,0.423,0.0,0
5126,M,High School,Single,$40K - $60K,Blue,6,3,4,1638,0.912,2905,56,0.806,0.733,1
5127,M,Unknown,Married,$60K - $80K,Blue,6,3,3,1310,1.276,1816,30,1.143,0.233,1
5128,M,College,Married,$80K - $120K,Blue,3,2,2,0,0.77,4575,84,0.68,0.0,1
5129,M,High School,Married,$120K +,Blue,6,3,2,1655,0.431,1266,34,0.308,0.081,1
5130,M,Unknown,Married,$60K - $80K,Blue,4,3,3,0,0.72,14304,99,0.768,0.0,1
5131,F,High School,Single,Less than $40K,Blue,3,1,3,0,1.052,4978,73,0.921,0.0,1
5132,F,Graduate,Married,Less than $40K,Blue,6,3,4,0,0.89,2506,46,0.643,0.0,0
5133,M,Graduate,Unknown,$60K - $80K,Blue,5,3,1,0,0.587,4685,79,0.975,0.0,1
5134,F,Graduate,Divorced,Less than $40K,Blue,4,1,3,1156,0.641,3864,64,0.684,0.455,1
5135,F,Graduate,Married,Unknown,Blue,3,5,3,706,0.886,2526,41,0.414,0.158,0
5136,M,Uneducated,Married,$60K - $80K,Blue,1,1,2,1148,0.829,13819,106,0.71,0.074,1
5137,M,College,Single,$60K - $80K,Silver,4,2,2,1671,0.707,15240,126,0.8,0.056,1
5138,F,Doctorate,Married,Unknown,Blue,5,2,4,791,1.787,2742,42,2.0,0.098,1
5139,F,Graduate,Divorced,Less than $40K,Blue,4,2,4,686,0.581,3068,58,0.933,0.07,1
5140,M,Unknown,Single,$80K - $120K,Blue,3,4,1,1268,0.751,4461,80,0.818,0.504,1
5141,F,Uneducated,Married,Less than $40K,Blue,2,1,3,1819,0.674,4761,75,0.744,0.642,1
5142,M,Uneducated,Unknown,$60K - $80K,Silver,6,3,2,0,0.647,3501,65,0.757,0.0,1
5143,F,Uneducated,Married,$40K - $60K,Blue,5,3,3,1912,0.692,3636,68,0.7,0.711,1
5144,M,Graduate,Single,$40K - $60K,Blue,6,2,3,1472,1.027,2467,54,0.8,0.526,1
5145,M,College,Married,$120K +,Blue,4,2,5,1155,0.995,2248,51,0.645,0.077,1
5146,M,Graduate,Married,$80K - $120K,Blue,5,2,3,966,0.488,2048,40,0.333,0.038,0
5147,F,Uneducated,Unknown,Less than $40K,Blue,5,3,3,2517,0.7,4457,86,0.955,0.921,1
5148,F,Graduate,Single,$40K - $60K,Blue,2,2,3,1239,0.939,8920,105,0.694,0.125,1
5149,M,Graduate,Single,$60K - $80K,Blue,4,5,4,1413,0.784,3899,68,1.061,0.095,1
5150,M,Graduate,Single,$120K +,Silver,6,3,4,1417,0.966,4303,77,0.638,0.041,1
5151,M,Uneducated,Single,$80K - $120K,Blue,4,3,2,1178,0.909,1638,49,0.633,0.059,1
5152,F,Graduate,Married,Unknown,Blue,3,3,4,0,0.646,4111,62,0.55,0.0,1
5153,F,Unknown,Single,Less than $40K,Blue,2,2,2,1506,0.615,4660,68,0.619,0.948,1
5154,F,Graduate,Married,Less than $40K,Blue,3,1,2,1612,0.906,5532,85,0.735,0.62,1
5155,M,Unknown,Married,$60K - $80K,Blue,5,2,3,2517,0.583,1765,36,0.565,0.82,1
5156,M,Doctorate,Single,$60K - $80K,Blue,5,3,2,0,0.709,4422,70,0.628,0.0,1
5157,M,College,Divorced,$60K - $80K,Blue,3,3,3,1180,0.898,3391,54,0.636,0.06,1
5158,M,Graduate,Married,$60K - $80K,Blue,3,1,2,1928,0.791,2311,57,0.839,0.944,1
5159,F,Graduate,Single,Less than $40K,Silver,3,2,3,0,0.411,1711,30,0.25,0.0,0
5160,M,High School,Married,$40K - $60K,Blue,5,1,2,2055,0.663,1939,36,0.636,0.648,1
5161,M,Unknown,Single,$60K - $80K,Blue,2,2,1,2517,0.945,14213,100,0.786,0.262,1
5162,F,College,Single,Less than $40K,Blue,5,3,2,1923,0.714,3837,71,0.732,0.714,1
5163,F,Graduate,Divorced,Less than $40K,Blue,6,2,2,0,0.673,3489,81,0.528,0.0,1
5164,F,Unknown,Married,Less than $40K,Blue,6,2,4,2260,0.487,1401,30,0.579,0.884,1
5165,F,High School,Unknown,Less than $40K,Blue,3,2,4,974,0.517,1397,33,0.5,0.135,1
5166,M,College,Married,$80K - $120K,Blue,4,4,4,1311,0.443,1413,37,0.37,0.06,1
5167,M,Doctorate,Married,$120K +,Blue,3,3,0,1676,1.097,1873,52,0.529,0.078,1
5168,F,High School,Married,$40K - $60K,Blue,3,2,3,2517,0.841,5259,89,0.78,0.854,1
5169,M,Unknown,Single,$40K - $60K,Blue,5,1,3,1265,0.579,4089,72,0.674,0.423,1
5170,F,High School,Married,Less than $40K,Blue,6,2,3,1412,0.763,1474,26,0.857,0.482,1
5171,F,Uneducated,Single,Unknown,Blue,4,2,3,1175,0.802,4868,76,0.81,0.208,1
5172,M,Graduate,Married,$40K - $60K,Blue,4,1,3,2282,0.712,4333,77,0.833,0.911,1
5173,F,Uneducated,Single,Less than $40K,Blue,3,3,0,814,0.504,1193,35,0.346,0.096,1
5174,F,High School,Unknown,$40K - $60K,Silver,1,2,1,0,0.82,15367,105,0.641,0.0,1
5175,F,Uneducated,Divorced,Unknown,Blue,4,1,2,666,0.914,2995,60,0.875,0.053,1
5176,M,Post-Graduate,Married,$60K - $80K,Blue,6,3,4,890,0.361,1698,43,0.483,0.048,0
5177,F,High School,Divorced,Less than $40K,Blue,5,1,3,0,0.912,3133,72,1.0,0.0,1
5178,M,Graduate,Single,$80K - $120K,Silver,2,3,6,0,0.434,3526,53,0.828,0.0,0
5179,M,Unknown,Married,$80K - $120K,Blue,3,3,4,0,0.547,1874,42,0.615,0.0,0
5180,M,High School,Married,$60K - $80K,Blue,6,3,3,0,0.76,3982,77,0.878,0.0,1
5181,F,Uneducated,Single,Unknown,Blue,3,5,4,1272,0.683,4189,86,0.911,0.169,1
5182,F,High School,Divorced,Less than $40K,Blue,2,3,2,1303,0.391,4488,88,0.833,0.479,1
5183,F,Graduate,Married,Less than $40K,Silver,4,3,1,1381,1.039,4729,54,0.742,0.098,0
5184,M,Graduate,Single,Less than $40K,Blue,3,2,2,0,0.644,4459,65,0.477,0.0,1
5185,M,Graduate,Married,$80K - $120K,Blue,5,3,3,1761,0.753,2112,46,0.769,0.834,0
5186,M,Graduate,Single,$40K - $60K,Blue,5,3,0,2033,0.83,1409,37,0.37,0.312,1
5187,M,Graduate,Single,$60K - $80K,Blue,3,2,1,1299,0.858,14732,115,0.855,0.065,1
5188,F,Uneducated,Single,Less than $40K,Blue,4,2,3,1458,0.809,4487,61,0.743,0.556,1
5189,F,Graduate,Married,Less than $40K,Blue,5,2,4,1564,0.386,1188,40,0.6,0.604,1
5190,M,Uneducated,Single,$60K - $80K,Blue,5,2,2,0,1.038,2574,43,0.72,0.0,0
5191,M,Unknown,Married,$120K +,Silver,3,2,4,2098,0.741,3093,66,0.784,0.061,1
5192,F,High School,Married,Unknown,Silver,2,3,3,1273,0.977,4777,51,0.457,0.037,0
5193,F,Uneducated,Single,Less than $40K,Blue,5,2,3,0,0.725,4436,75,0.667,0.0,1
5194,F,Graduate,Married,Less than $40K,Blue,4,1,3,1153,0.534,4778,65,0.97,0.239,1
5195,M,Doctorate,Married,$80K - $120K,Blue,4,3,3,1449,0.819,4002,66,0.571,0.143,1
5196,F,Graduate,Single,Less than $40K,Blue,5,6,2,2397,0.807,3847,65,0.585,0.898,1
5197,M,Graduate,Married,$40K - $60K,Blue,3,1,4,0,1.316,2849,61,0.694,0.0,1
5198,M,Graduate,Married,$40K - $60K,Blue,4,3,3,1792,0.904,1914,46,0.769,0.317,1
5199,M,Graduate,Single,$80K - $120K,Blue,6,3,3,1692,0.62,1220,22,0.692,0.62,1
5200,F,Graduate,Divorced,Less than $40K,Blue,3,2,4,563,0.785,4220,83,0.844,0.368,1
5201,M,Graduate,Married,$80K - $120K,Blue,3,2,3,0,1.012,3650,80,0.633,0.0,1
5202,F,Graduate,Single,$40K - $60K,Blue,6,1,2,2259,1.158,2849,67,1.31,0.274,1
5203,M,Unknown,Married,$60K - $80K,Blue,5,3,2,0,0.894,767,25,0.562,0.0,0
5204,M,College,Unknown,$80K - $120K,Blue,1,3,2,0,0.504,1704,34,0.478,0.0,0
5205,M,Doctorate,Single,$80K - $120K,Blue,5,2,2,1881,0.622,1546,35,1.059,0.544,1
5206,F,Uneducated,Single,$40K - $60K,Blue,1,1,0,0,0.61,5216,78,0.66,0.0,1
5207,F,Graduate,Divorced,$40K - $60K,Blue,6,4,2,0,0.516,2306,39,0.625,0.0,0
5208,M,Graduate,Divorced,$40K - $60K,Blue,2,1,1,1253,0.98,13400,104,0.733,0.168,1
5209,M,Graduate,Divorced,$40K - $60K,Blue,4,2,3,1138,0.826,2155,48,0.714,0.488,1
5210,F,High School,Single,Less than $40K,Blue,2,1,2,0,0.682,4265,63,0.615,0.0,1
5211,M,Graduate,Single,$60K - $80K,Blue,3,2,2,901,0.764,4252,68,0.511,0.106,1
5212,M,Graduate,Married,$60K - $80K,Blue,4,1,4,924,0.82,13908,124,0.676,0.047,1
5213,F,Unknown,Married,$40K - $60K,Silver,3,0,3,0,0.761,2458,41,0.577,0.0,0
5214,M,Uneducated,Married,Less than $40K,Blue,4,2,4,1560,0.537,1969,41,0.367,0.745,1
5215,M,High School,Married,$80K - $120K,Blue,2,4,3,0,0.67,8219,84,0.909,0.0,0
5216,F,Graduate,Married,Less than $40K,Silver,5,1,2,631,0.714,3320,55,0.774,0.054,1
5217,M,Uneducated,Unknown,$60K - $80K,Blue,3,2,2,1213,0.604,1371,37,0.423,0.071,1
5218,F,Graduate,Single,Less than $40K,Blue,6,4,3,0,0.547,2133,44,0.419,0.0,0
5219,F,High School,Married,Less than $40K,Blue,4,1,3,1267,0.677,1732,35,1.059,0.602,1
5220,M,Doctorate,Married,$80K - $120K,Blue,3,1,3,1144,0.709,14418,104,0.677,0.251,1
5221,F,Uneducated,Unknown,$40K - $60K,Blue,4,3,2,1740,0.735,3863,69,0.725,0.65,1
5222,F,High School,Single,Unknown,Blue,3,2,0,1904,0.649,7939,95,0.61,0.334,1
5223,F,Uneducated,Single,Less than $40K,Blue,5,2,0,2424,0.517,4077,78,0.625,0.94,1
5224,F,High School,Unknown,Less than $40K,Blue,5,2,4,1551,0.932,3302,65,0.585,0.698,1
5225,M,Graduate,Single,$40K - $60K,Blue,2,3,3,1835,0.999,14257,110,0.964,0.394,1
5226,M,Graduate,Single,$60K - $80K,Silver,2,2,2,984,0.913,15347,109,0.787,0.029,1
5227,F,Graduate,Single,$40K - $60K,Blue,5,6,2,1560,0.634,4673,73,0.698,0.48,1
5228,F,Graduate,Single,Unknown,Blue,3,3,4,2517,2.041,2959,58,1.231,0.225,1
5229,F,Unknown,Single,Less than $40K,Blue,6,1,1,1823,0.969,2144,58,0.812,0.617,1
5230,F,College,Single,Unknown,Blue,4,2,3,0,0.907,4710,75,0.667,0.0,1
5231,F,Doctorate,Single,$40K - $60K,Silver,3,2,1,1060,0.718,7584,85,0.7,0.058,1
5232,M,Unknown,Married,$80K - $120K,Blue,6,6,3,1835,0.763,4816,49,0.885,0.188,1
5233,M,Doctorate,Married,$80K - $120K,Blue,3,3,4,0,0.715,4276,69,0.769,0.0,1
5234,F,Unknown,Unknown,$40K - $60K,Blue,3,1,3,1991,0.719,4228,82,0.708,0.814,1
5235,F,High School,Single,Less than $40K,Blue,4,3,4,818,0.917,4196,71,1.088,0.569,1
5236,F,Graduate,Single,$40K - $60K,Silver,3,1,2,1736,0.762,4496,64,0.882,0.094,1
5237,M,Graduate,Married,$40K - $60K,Blue,4,3,2,0,0.874,2479,46,0.533,0.0,0
5238,F,Post-Graduate,Married,Less than $40K,Blue,1,3,3,1561,0.894,5039,82,0.745,0.615,1
5239,M,College,Single,$40K - $60K,Blue,1,2,1,1775,0.522,4325,77,0.75,0.317,1
5240,F,Uneducated,Single,Less than $40K,Blue,6,3,3,1468,1.004,1132,28,0.556,0.704,1
5241,F,High School,Divorced,Less than $40K,Blue,2,1,3,0,1.05,4794,73,0.921,0.0,1
5242,M,Graduate,Single,$80K - $120K,Blue,2,2,2,578,1.042,1109,28,0.474,0.018,1
5243,M,Graduate,Single,$120K +,Blue,6,2,4,1300,0.914,2739,65,0.912,0.053,1
5244,F,Graduate,Single,Less than $40K,Blue,3,3,2,938,0.988,2960,65,0.757,0.162,1
5245,F,High School,Single,Unknown,Blue,3,3,2,2034,0.493,4413,83,0.886,0.319,1
5246,F,Unknown,Divorced,Less than $40K,Blue,1,2,1,1511,0.674,7680,89,0.508,0.173,1
5247,F,Graduate,Married,Less than $40K,Blue,6,2,4,458,0.466,1811,44,0.517,0.31,0
5248,M,Unknown,Unknown,$40K - $60K,Blue,5,2,2,1249,0.936,4410,73,0.622,0.709,1
5249,F,Graduate,Divorced,$40K - $60K,Blue,4,1,2,1572,0.866,4671,93,0.632,0.449,1
5250,M,Doctorate,Married,$80K - $120K,Blue,2,3,3,895,0.95,2724,38,0.9,0.296,0
5251,M,Graduate,Single,$40K - $60K,Blue,3,1,3,750,0.771,4542,88,0.833,0.521,1
5252,M,Uneducated,Divorced,$40K - $60K,Blue,3,1,3,1420,0.529,3527,69,0.438,0.224,1
5253,F,Post-Graduate,Single,$40K - $60K,Blue,4,2,1,1828,0.814,4759,75,0.744,0.767,1
5254,F,High School,Married,Less than $40K,Blue,6,1,3,1685,0.541,1405,40,0.481,0.552,1
5255,F,College,Divorced,Less than $40K,Blue,3,3,1,1690,0.874,4377,64,0.488,0.74,1
5256,M,Graduate,Married,$120K +,Blue,2,3,1,0,0.781,3906,87,0.977,0.0,1
5257,M,Doctorate,Married,$80K - $120K,Blue,5,2,4,0,0.766,2619,69,0.917,0.0,1
5258,F,Graduate,Single,Less than $40K,Blue,1,3,3,2517,0.722,13671,103,0.689,0.775,1
5259,F,Graduate,Single,$40K - $60K,Blue,5,2,4,0,0.717,3162,64,0.73,0.0,1
5260,M,High School,Married,$40K - $60K,Blue,6,2,1,1196,0.641,4087,66,0.833,0.504,1
5261,M,Unknown,Single,$40K - $60K,Blue,1,2,3,1564,0.969,13142,112,0.75,0.484,1
5262,M,College,Single,$60K - $80K,Blue,2,2,3,1186,0.56,7377,82,0.608,0.088,1
5263,M,Uneducated,Married,$120K +,Blue,6,1,3,1352,1.171,2434,58,0.812,0.126,1
5264,M,Graduate,Married,$120K +,Blue,5,2,3,0,0.854,8417,72,0.714,0.0,0
5265,M,Graduate,Married,$80K - $120K,Blue,5,3,2,1963,0.881,2491,43,0.87,0.391,0
5266,M,Graduate,Married,$120K +,Blue,1,3,3,0,0.898,4793,88,0.63,0.0,1
5267,F,Graduate,Married,Unknown,Blue,1,3,3,972,0.866,4216,71,1.367,0.599,1
5268,F,Graduate,Single,Less than $40K,Blue,1,2,1,1175,0.734,14474,118,0.71,0.304,1
5269,M,Unknown,Married,$60K - $80K,Blue,6,3,4,1088,0.961,4354,70,0.489,0.074,1
5270,M,High School,Single,$80K - $120K,Silver,5,3,4,1802,0.912,4544,80,0.569,0.052,1
